마산항 ( 경상남도 창원시 성산구 적현로 424 (귀곡동) ),,,,,,,,,,,,
,,,,,,,,,,,,
날짜,PM10,,PM2.5,,오존,,이산화질소,,일산화탄소,,아황산가스,
(년-월-일:시),(㎍/㎥),,(㎍/㎥),,(ppm),,(ppm),,(ppm),,(ppm),
,등급,1시간,등급,1시간,등급,1시간,등급,1시간,등급,1시간,등급,1시간
2024-03-30:10,나쁨,97,나쁨,36,좋음,0.0207,보통,0.0339,좋음,0.32,좋음,0.0056
2024-03-30:09,나쁨,110,나쁨,36,좋음,0.0164,보통,0.0341,좋음,0.39,좋음,0.0044
2024-03-30:08,나쁨,107,보통,34,좋음,0.0101,보통,0.0380,좋음,0.81,좋음,0.0032
2024-03-30:07,나쁨,103,나쁨,37,좋음,0.0067,보통,0.0399,좋음,1.37,좋음,0.0028
2024-03-30:06,나쁨,124,나쁨,41,좋음,0.0098,보통,0.0395,좋음,0.94,좋음,0.0034
2024-03-30:05,나쁨,103,보통,29,보통,0.0310,좋음,0.0196,좋음,0.30,좋음,0.0020
2024-03-30:04,나쁨,86,보통,30,보통,0.0336,좋음,0.0146,좋음,0.33,좋음,0.0020
2024-03-30:03,나쁨,84,보통,22,보통,0.0349,좋음,0.0154,좋음,0.33,좋음,0.0019
2024-03-30:02,보통,77,보통,30,보통,0.0350,좋음,0.0150,좋음,0.31,좋음,0.0020
2024-03-30:01,나쁨,99,나쁨,36,보통,0.0448,좋음,0.0137,좋음,0.32,좋음,0.0023
2024-03-29:24,나쁨,132,나쁨,47,보통,0.0382,좋음,0.0129,좋음,0.45,좋음,0.0019
2024-03-29:23,나쁨,140,나쁨,51,보통,0.0364,좋음,0.0148,좋음,0.49,좋음,0.0020
2024-03-29:22,나쁨,132,나쁨,53,보통,0.0440,좋음,0.0175,좋음,0.59,좋음,0.0025
2024-03-29:21,나쁨,108,나쁨,53,보통,0.0455,좋음,0.0135,좋음,0.74,좋음,0.0026
2024-03-29:20,나쁨,89,나쁨,44,보통,0.0446,좋음,0.0148,좋음,0.55,좋음,0.0023
2024-03-29:19,보통,67,보통,34,보통,0.0485,좋음,0.0110,좋음,0.44,좋음,0.0021
2024-03-29:18,보통,56,보통,29,보통,0.0494,좋음,0.0118,좋음,0.38,좋음,0.0025
2024-03-29:17,보통,65,보통,24,보통,0.0450,좋음,0.0172,좋음,0.34,좋음,0.0025
2024-03-29:16,나쁨,90,보통,23,보통,0.0492,좋음,0.0108,좋음,0.29,좋음,0.0020
2024-03-29:15,나쁨,109,보통,21,보통,0.0502,좋음,0.0095,좋음,0.28,좋음,0.0020
2024-03-29:14,나쁨,150,보통,22,보통,0.0476,좋음,0.0145,좋음,0.26,좋음,0.0023
2024-03-29:13,매우나쁨,266,보통,34,보통,0.0460,좋음,0.0142,좋음,0.24,좋음,0.0023
2024-03-29:12,매우나쁨,332,나쁨,50,보통,0.0333,좋음,0.0203,좋음,0.27,좋음,0.0032
2024-03-29:11,매우나쁨,235,보통,32,보통,0.0340,좋음,0.0188,좋음,0.34,좋음,0.0029
2024-03-29:10,나쁨,123,보통,22,좋음,0.0267,좋음,0.0188,좋음,0.44,좋음,0.0030
2024-03-29:09,나쁨,96,보통,28,좋음,0.0188,좋음,0.0284,좋음,0.42,좋음,0.0029
2024-03-29:08,보통,78,보통,30,좋음,0.0051,보통,0.0368,좋음,0.58,좋음,0.0032
2024-03-29:07,보통,57,보통,25,좋음,0.0033,보통,0.0318,좋음,0.48,좋음,0.0030
2024-03-29:06,보통,46,보통,17,좋음,0.0033,보통,0.0314,좋음,0.51,좋음,0.0024
2024-03-29:05,보통,51,좋음,13,좋음,0.0065,좋음,0.0289,좋음,0.68,좋음,0.0021
2024-03-29:04,보통,38,좋음,14,좋음,0.0059,좋음,0.0276,좋음,0.37,좋음,0.0020
2024-03-29:03,좋음,16,좋음,6,좋음,0.0099,좋음,0.0224,좋음,0.30,좋음,0.0020
2024-03-29:02,좋음,5,,,좋음,0.0179,좋음,0.0166,좋음,0.32,좋음,0.0020
2024-03-29:01,좋음,5,좋음,5,좋음,0.0236,좋음,0.0124,좋음,0.26,좋음,0.0018
2024-03-28:24,좋음,5,좋음,5,보통,0.0306,좋음,0.0083,좋음,0.25,좋음,0.0020
2024-03-28:23,좋음,7,좋음,6,보통,0.0311,좋음,0.0086,좋음,0.25,좋음,0.0019
2024-03-28:22,좋음,7,,,좋음,0.0274,좋음,0.0104,좋음,0.27,좋음,0.0020
2024-03-28:21,좋음,2,,,좋음,0.0229,좋음,0.0140,좋음,0.28,좋음,0.0019
2024-03-28:20,좋음,3,,,좋음,0.0112,좋음,0.0275,좋음,0.33,좋음,0.0020
2024-03-28:19,좋음,8,좋음,7,좋음,0.0074,보통,0.0332,좋음,0.37,좋음,0.0020
2024-03-28:18,좋음,11,좋음,11,좋음,0.0246,좋음,0.0215,좋음,0.29,좋음,0.0020
2024-03-28:17,좋음,15,좋음,10,보통,0.0349,좋음,0.0149,좋음,0.29,좋음,0.0021
2024-03-28:16,좋음,9,좋음,6,보통,0.0334,좋음,0.0157,좋음,0.30,좋음,0.0021
2024-03-28:15,좋음,12,좋음,6,보통,0.0323,좋음,0.0187,좋음,0.26,좋음,0.0022
2024-03-28:14,좋음,7,좋음,6,보통,0.0313,좋음,0.0235,좋음,0.28,좋음,0.0022
2024-03-28:13,좋음,12,좋음,4,보통,0.0340,좋음,0.0166,좋음,0.23,좋음,0.0022
2024-03-28:12,좋음,19,보통,16,좋음,0.0082,보통,0.0363,좋음,0.40,좋음,0.0024
2024-03-28:11,좋음,24,보통,17,좋음,0.0054,보통,0.0400,좋음,0.40,좋음,0.0025
2024-03-28:10,좋음,29,보통,24,좋음,0.0047,보통,0.0389,좋음,0.39,좋음,0.0027
2024-03-28:09,좋음,26,보통,19,좋음,0.0035,보통,0.0366,좋음,0.40,좋음,0.0025
2024-03-28:08,좋음,27,좋음,15,좋음,0.0044,보통,0.0378,좋음,0.35,좋음,0.0025
2024-03-28:07,보통,31,보통,19,좋음,0.0048,보통,0.0345,좋음,0.41,좋음,0.0025
2024-03-28:06,좋음,18,좋음,13,좋음,0.0114,좋음,0.0264,좋음,0.26,좋음,0.0022
2024-03-28:05,좋음,21,좋음,10,좋음,0.0130,좋음,0.0236,좋음,0.26,좋음,0.0020
2024-03-28:04,좋음,16,좋음,12,좋음,0.0183,좋음,0.0191,좋음,0.26,좋음,0.0020
2024-03-28:03,좋음,24,보통,22,좋음,0.0118,좋음,0.0286,좋음,0.34,좋음,0.0020
2024-03-28:02,보통,48,보통,22,좋음,0.0050,보통,0.0407,좋음,0.42,좋음,0.0022
2024-03-28:01,나쁨,85,보통,20,좋음,0.0197,좋음,0.0242,좋음,0.26,좋음,0.0020
2024-03-27:24,좋음,25,좋음,15,좋음,0.0242,좋음,0.0188,좋음,0.27,좋음,0.0018
2024-03-27:23,좋음,19,좋음,12,좋음,0.0212,좋음,0.0233,좋음,0.27,좋음,0.0018
2024-03-27:22,좋음,15,좋음,12,보통,0.0308,좋음,0.0151,좋음,0.26,좋음,0.0017
2024-03-27:21,좋음,26,보통,19,보통,0.0386,좋음,0.0161,좋음,0.26,좋음,0.0019
2024-03-27:20,좋음,20,보통,16,보통,0.0387,좋음,0.0206,좋음,0.24,좋음,0.0019
2024-03-27:19,좋음,21,좋음,15,보통,0.0380,좋음,0.0231,좋음,0.27,좋음,0.0020
2024-03-27:18,좋음,28,보통,18,보통,0.0407,좋음,0.0173,좋음,0.27,좋음,0.0020
2024-03-27:17,좋음,28,보통,16,보통,0.0390,좋음,0.0183,좋음,0.26,좋음,0.0022
2024-03-27:16,보통,31,보통,16,보통,0.0373,좋음,0.0178,좋음,0.27,좋음,0.0021
2024-03-27:15,좋음,25,좋음,12,보통,0.0412,좋음,0.0123,좋음,0.26,좋음,0.0020
2024-03-27:14,보통,57,좋음,15,좋음,0.0228,보통,0.0331,좋음,0.27,좋음,0.0028
2024-03-27:13,좋음,23,좋음,11,보통,0.0316,좋음,0.0178,좋음,0.28,좋음,0.0022
2024-03-27:12,좋음,19,좋음,9,좋음,0.0286,좋음,0.0205,좋음,0.28,좋음,0.0021
2024-03-27:11,좋음,19,좋음,10,좋음,0.0281,좋음,0.0203,좋음,0.28,좋음,0.0024
2024-03-27:10,보통,43,보통,27,좋음,0.0116,보통,0.0337,좋음,0.51,좋음,0.0029
2024-03-27:09,보통,65,보통,33,좋음,0.0064,보통,0.0320,좋음,0.64,좋음,0.0029
2024-03-27:08,보통,56,보통,26,좋음,0.0059,좋음,0.0300,좋음,0.46,좋음,0.0021
2024-03-27:07,보통,42,보통,21,좋음,0.0038,좋음,0.0258,좋음,0.42,좋음,0.0020
2024-03-27:06,좋음,30,보통,22,좋음,0.0036,좋음,0.0223,좋음,0.39,좋음,0.0018
2024-03-27:05,좋음,27,보통,20,좋음,0.0042,좋음,0.0233,좋음,0.46,좋음,0.0018
2024-03-27:04,좋음,25,보통,19,좋음,0.0046,좋음,0.0220,좋음,0.48,좋음,0.0018
2024-03-27:03,좋음,25,보통,16,좋음,0.0074,좋음,0.0228,좋음,0.40,좋음,0.0018
2024-03-27:02,좋음,30,보통,17,좋음,0.0049,좋음,0.0269,좋음,0.40,좋음,0.0019
2024-03-27:01,좋음,14,좋음,10,좋음,0.0084,좋음,0.0238,좋음,0.32,좋음,0.0017
2024-03-26:24,좋음,20,좋음,12,좋음,0.0077,좋음,0.0251,좋음,0.33,좋음,0.0018
2024-03-26:23,좋음,17,좋음,12,좋음,0.0115,좋음,0.0237,좋음,0.30,좋음,0.0017
2024-03-26:22,좋음,18,좋음,7,좋음,0.0201,좋음,0.0150,좋음,0.29,좋음,0.0017
2024-03-26:21,좋음,9,좋음,7,좋음,0.0260,좋음,0.0128,좋음,0.23,좋음,0.0019
2024-03-26:20,좋음,7,,,좋음,0.0300,좋음,0.0120,좋음,0.24,좋음,0.0017
2024-03-26:19,좋음,8,,,보통,0.0305,좋음,0.0141,좋음,0.24,좋음,0.0018
2024-03-26:18,좋음,9,,,보통,0.0332,좋음,0.0144,좋음,0.23,좋음,0.0018
2024-03-26:17,좋음,9,좋음,6,,,,,,,,
2024-03-26:16,,,,,,,,,,,,
2024-03-26:15,,,,,,,,,,,,
2024-03-26:14,,,,,,,,,,,,
2024-03-26:13,,,,,,,,,,,,
2024-03-26:12,,,,,,,,,,,,
2024-03-26:11,,,,,,,,,,,,
2024-03-26:10,,,,,,,,,,,,
2024-03-26:09,좋음,6,좋음,1,좋음,0.0302,좋음,0.0193,좋음,0.26,좋음,0.0015
2024-03-26:08,좋음,3,좋음,1,좋음,0.0293,좋음,0.0195,좋음,0.23,좋음,0.0017
2024-03-26:07,좋음,3,좋음,2,보통,0.0341,좋음,0.0127,좋음,0.24,좋음,0.0018
2024-03-26:06,좋음,6,좋음,1,보통,0.0349,좋음,0.0119,좋음,0.26,좋음,0.0017
2024-03-26:05,좋음,6,좋음,1,보통,0.0311,좋음,0.0158,좋음,0.25,좋음,0.0019
2024-03-26:04,좋음,6,좋음,3,보통,0.0341,좋음,0.0122,좋음,0.24,좋음,0.0019
2024-03-26:03,좋음,7,좋음,3,보통,0.0359,좋음,0.0109,좋음,0.23,좋음,0.0018
2024-03-26:02,좋음,10,좋음,1,보통,0.0365,좋음,0.0109,좋음,0.26,좋음,0.0019
2024-03-26:01,좋음,14,좋음,1,보통,0.0348,좋음,0.0129,좋음,0.30,좋음,0.0017
2024-03-25:24,좋음,5,좋음,2,보통,0.0375,좋음,0.0106,좋음,0.31,좋음,0.0017
2024-03-25:23,좋음,6,좋음,3,보통,0.0400,좋음,0.0082,좋음,0.29,좋음,0.0017
2024-03-25:22,좋음,4,좋음,2,보통,0.0399,좋음,0.0094,좋음,0.29,좋음,0.0017
2024-03-25:21,좋음,7,좋음,2,보통,0.0391,좋음,0.0097,좋음,0.28,좋음,0.0018
2024-03-25:20,좋음,10,좋음,5,보통,0.0371,좋음,0.0111,좋음,0.31,좋음,0.0017
2024-03-25:19,좋음,17,좋음,9,보통,0.0333,좋음,0.0169,좋음,0.28,좋음,0.0016
2024-03-25:18,좋음,7,좋음,6,보통,0.0329,좋음,0.0173,좋음,0.29,좋음,0.0018
2024-03-25:17,좋음,17,좋음,7,보통,0.0327,좋음,0.0181,좋음,0.26,좋음,0.0020
2024-03-25:16,좋음,19,좋음,12,좋음,0.0275,좋음,0.0291,좋음,0.26,좋음,0.0021
2024-03-25:15,좋음,27,좋음,15,좋음,0.0212,보통,0.0346,좋음,0.29,좋음,0.0021
2024-03-25:14,보통,41,좋음,13,좋음,0.0219,보통,0.0377,좋음,0.35,좋음,0.0023
2024-03-25:13,보통,35,좋음,12,좋음,0.0266,보통,0.0313,좋음,0.26,좋음,0.0022
2024-03-25:12,보통,67,좋음,14,좋음,0.0297,좋음,0.0275,좋음,0.28,좋음,0.0020
2024-03-25:11,보통,53,좋음,14,좋음,0.0209,보통,0.0368,좋음,0.31,좋음,0.0023
2024-03-25:10,보통,41,보통,17,좋음,0.0226,좋음,0.0290,좋음,0.30,좋음,0.0022
2024-03-25:09,보통,34,좋음,12,좋음,0.0208,좋음,0.0298,좋음,0.32,좋음,0.0021
2024-03-25:08,보통,43,보통,16,좋음,0.0131,보통,0.0318,좋음,0.34,좋음,0.0022
2024-03-25:07,보통,41,보통,20,좋음,0.0164,좋음,0.0227,좋음,0.33,좋음,0.0018
2024-03-25:06,보통,39,보통,17,좋음,0.0181,좋음,0.0237,좋음,0.34,좋음,0.0018
2024-03-25:05,보통,31,보통,17,좋음,0.0239,좋음,0.0180,좋음,0.34,좋음,0.0018
2024-03-25:04,좋음,30,보통,20,좋음,0.0246,좋음,0.0165,좋음,0.32,좋음,0.0017
2024-03-25:03,좋음,24,좋음,13,좋음,0.0255,좋음,0.0149,좋음,0.32,좋음,0.0018
2024-03-25:02,좋음,27,좋음,13,좋음,0.0274,좋음,0.0154,좋음,0.31,좋음,0.0017
2024-03-25:01,좋음,29,보통,16,좋음,0.0294,좋음,0.0151,좋음,0.33,좋음,0.0018
2024-03-24:24,좋음,18,좋음,13,좋음,0.0280,좋음,0.0170,좋음,0.31,좋음,0.0017
2024-03-24:23,좋음,23,좋음,13,보통,0.0334,좋음,0.0132,좋음,0.32,좋음,0.0017
2024-03-24:22,좋음,20,좋음,13,보통,0.0362,좋음,0.0105,좋음,0.32,좋음,0.0016
2024-03-24:21,좋음,23,좋음,14,보통,0.0357,좋음,0.0100,좋음,0.34,좋음,0.0017
2024-03-24:20,좋음,22,보통,16,보통,0.0380,좋음,0.0116,좋음,0.34,좋음,0.0017
2024-03-24:19,좋음,25,좋음,12,보통,0.0313,좋음,0.0143,좋음,0.33,좋음,0.0016
2024-03-24:18,좋음,22,보통,19,보통,0.0313,좋음,0.0163,좋음,0.34,좋음,0.0018
2024-03-24:17,좋음,26,좋음,6,보통,0.0311,좋음,0.0141,좋음,0.32,좋음,0.0018
2024-03-24:16,좋음,28,보통,19,보통,0.0330,좋음,0.0192,좋음,0.31,좋음,0.0019
2024-03-24:15,보통,33,좋음,12,보통,0.0370,좋음,0.0145,좋음,0.29,좋음,0.0018
2024-03-24:14,보통,32,좋음,15,보통,0.0352,좋음,0.0132,좋음,0.33,좋음,0.0018
2024-03-24:13,좋음,30,좋음,12,보통,0.0349,좋음,0.0135,좋음,0.29,좋음,0.0020
2024-03-24:12,보통,36,보통,16,보통,0.0320,좋음,0.0147,좋음,0.34,좋음,0.0018
2024-03-24:11,보통,34,보통,21,좋음,0.0247,좋음,0.0208,좋음,0.35,좋음,0.0018
2024-03-24:10,좋음,28,보통,16,좋음,0.0261,좋음,0.0198,좋음,0.31,좋음,0.0020
2024-03-24:09,좋음,30,좋음,12,좋음,0.0290,좋음,0.0226,좋음,0.30,좋음,0.0018
2024-03-24:08,보통,32,보통,17,보통,0.0318,좋음,0.0200,좋음,0.30,좋음,0.0018
2024-03-24:07,보통,32,좋음,15,보통,0.0410,좋음,0.0146,좋음,0.26,좋음,0.0017
2024-03-24:06,보통,33,좋음,13,보통,0.0421,좋음,0.0146,좋음,0.28,좋음,0.0020
2024-03-24:05,보통,39,좋음,15,보통,0.0391,좋음,0.0119,좋음,0.30,좋음,0.0019
2024-03-24:04,보통,44,보통,19,보통,0.0360,좋음,0.0099,좋음,0.33,좋음,0.0019
2024-03-24:03,보통,49,보통,18,보통,0.0385,좋음,0.0120,좋음,0.34,좋음,0.0019
2024-03-24:02,보통,48,보통,22,보통,0.0382,좋음,0.0153,좋음,0.39,좋음,0.0017
2024-03-24:01,보통,40,좋음,15,보통,0.0455,좋음,0.0095,좋음,0.30,좋음,0.0018
2024-03-23:24,보통,40,좋음,11,보통,0.0448,좋음,0.0110,좋음,0.32,좋음,0.0019
2024-03-23:23,보통,58,보통,20,보통,0.0422,좋음,0.0137,좋음,0.33,좋음,0.0021
2024-03-23:22,보통,71,보통,24,보통,0.0335,좋음,0.0269,좋음,0.35,좋음,0.0020
2024-03-23:21,보통,78,보통,30,보통,0.0324,보통,0.0344,좋음,0.33,좋음,0.0020
2024-03-23:20,보통,80,보통,31,좋음,0.0278,보통,0.0473,좋음,0.39,좋음,0.0024
2024-03-23:19,보통,74,보통,23,보통,0.0466,좋음,0.0247,좋음,0.36,좋음,0.0023
2024-03-23:18,보통,72,보통,20,보통,0.0605,좋음,0.0154,좋음,0.34,좋음,0.0025
2024-03-23:17,보통,68,보통,24,보통,0.0376,보통,0.0414,좋음,0.36,좋음,0.0030
2024-03-23:16,보통,64,보통,18,보통,0.0446,보통,0.0308,좋음,0.34,좋음,0.0028
2024-03-23:15,보통,63,보통,22,보통,0.0526,좋음,0.0193,좋음,0.32,좋음,0.0025
2024-03-23:14,보통,49,좋음,14,보통,0.0526,좋음,0.0141,좋음,0.27,좋음,0.0020
2024-03-23:13,보통,57,보통,21,보통,0.0537,좋음,0.0128,좋음,0.27,좋음,0.0020
2024-03-23:12,나쁨,85,보통,22,보통,0.0533,좋음,0.0130,좋음,0.32,좋음,0.0018
2024-03-23:11,나쁨,91,보통,22,보통,0.0530,좋음,0.0114,좋음,0.35,좋음,0.0017
2024-03-23:10,보통,59,보통,18,보통,0.0404,좋음,0.0160,좋음,0.32,좋음,0.0019
2024-03-23:09,보통,70,보통,19,좋음,0.0138,보통,0.0322,좋음,0.31,좋음,0.0024
2024-03-23:08,보통,44,좋음,13,좋음,0.0067,보통,0.0336,좋음,0.35,좋음,0.0022
2024-03-23:07,보통,37,좋음,7,좋음,0.0195,좋음,0.0196,좋음,0.29,좋음,0.0019
2024-03-23:06,보통,36,좋음,6,보통,0.0339,좋음,0.0091,좋음,0.25,좋음,0.0018
2024-03-23:05,보통,36,좋음,7,보통,0.0410,좋음,0.0096,좋음,0.22,좋음,0.0018
2024-03-23:04,보통,38,좋음,8,보통,0.0448,좋음,0.0066,좋음,0.21,좋음,0.0019
2024-03-23:03,좋음,26,좋음,0,보통,0.0434,좋음,0.0077,좋음,0.22,좋음,0.0019
2024-03-23:02,좋음,23,좋음,1,보통,0.0463,좋음,0.0062,좋음,0.22,좋음,0.0020
2024-03-23:01,좋음,5,좋음,0,보통,0.0473,좋음,0.0070,좋음,0.23,좋음,0.0020
2024-03-22:24,좋음,6,,,보통,0.0488,좋음,0.0071,좋음,0.23,좋음,0.0020
2024-03-22:23,좋음,8,좋음,2,보통,0.0469,좋음,0.0091,좋음,0.25,좋음,0.0018
2024-03-22:22,좋음,16,좋음,3,보통,0.0467,좋음,0.0086,좋음,0.24,좋음,0.0020
2024-03-22:21,좋음,16,좋음,5,보통,0.0478,좋음,0.0074,좋음,0.23,좋음,0.0019
2024-03-22:20,보통,33,좋음,6,보통,0.0456,좋음,0.0091,좋음,0.21,좋음,0.0020
2024-03-22:19,좋음,30,좋음,7,보통,0.0472,좋음,0.0089,좋음,0.23,좋음,0.0020
2024-03-22:18,보통,42,좋음,9,보통,0.0473,좋음,0.0108,좋음,0.23,좋음,0.0019
2024-03-22:17,보통,48,좋음,11,보통,0.0449,좋음,0.0160,좋음,0.25,좋음,0.0012
2024-03-22:16,보통,54,좋음,11,보통,0.0454,좋음,0.0138,좋음,0.25,좋음,0.0021
2024-03-22:15,보통,61,좋음,10,보통,0.0420,좋음,0.0203,좋음,0.24,좋음,0.0026
2024-03-22:14,보통,60,좋음,11,보통,0.0417,좋음,0.0232,좋음,0.25,좋음,0.0025
2024-03-22:13,보통,43,좋음,14,보통,0.0478,좋음,0.0119,좋음,0.25,좋음,0.0022
2024-03-22:12,나쁨,85,보통,17,보통,0.0428,좋음,0.0195,좋음,0.29,좋음,0.0024
2024-03-22:11,나쁨,93,보통,18,보통,0.0385,좋음,0.0267,좋음,0.30,좋음,0.0030
2024-03-22:10,보통,47,보통,25,좋음,0.0132,보통,0.0493,좋음,0.40,좋음,0.0035
2024-03-22:09,보통,74,나쁨,39,좋음,0.0064,나쁨,0.0615,좋음,0.54,좋음,0.0046
2024-03-22:08,나쁨,93,나쁨,45,좋음,0.0042,보통,0.0602,좋음,0.61,좋음,0.0042
2024-03-22:07,보통,74,나쁨,44,좋음,0.0039,보통,0.0503,좋음,0.61,좋음,0.0027
2024-03-22:06,보통,50,보통,30,좋음,0.0038,보통,0.0469,좋음,0.43,좋음,0.0022
2024-03-22:05,보통,54,보통,32,좋음,0.0037,보통,0.0494,좋음,0.43,좋음,0.0023
2024-03-22:04,좋음,29,보통,21,좋음,0.0148,보통,0.0345,좋음,0.36,좋음,0.0020
2024-03-22:03,좋음,30,보통,16,좋음,0.0205,좋음,0.0299,좋음,0.32,좋음,0.0020
2024-03-22:02,좋음,24,보통,20,보통,0.0309,좋음,0.0191,좋음,0.31,좋음,0.0020
2024-03-22:01,좋음,29,보통,24,좋음,0.0266,좋음,0.0261,좋음,0.37,좋음,0.0020
2024-03-21:24,보통,45,보통,31,좋음,0.0276,좋음,0.0253,좋음,0.36,좋음,0.0025
2024-03-21:23,보통,37,보통,21,보통,0.0377,좋음,0.0166,좋음,0.38,좋음,0.0022
2024-03-21:22,보통,45,보통,25,보통,0.0425,좋음,0.0173,좋음,0.48,좋음,0.0027
2024-03-21:21,보통,41,보통,28,보통,0.0429,좋음,0.0167,좋음,0.42,좋음,0.0030
2024-03-21:20,좋음,27,보통,17,보통,0.0389,좋음,0.0167,좋음,0.39,좋음,0.0025
2024-03-21:19,좋음,27,보통,18,보통,0.0429,좋음,0.0142,좋음,0.27,좋음,0.0023
2024-03-21:18,좋음,26,보통,16,보통,0.0385,좋음,0.0190,좋음,0.25,좋음,0.0023
2024-03-21:17,좋음,24,좋음,11,보통,0.0475,좋음,0.0084,좋음,0.24,좋음,0.0024
2024-03-21:16,좋음,30,보통,19,보통,0.0469,좋음,0.0090,좋음,0.25,좋음,0.0023
2024-03-21:15,보통,37,보통,16,보통,0.0459,좋음,0.0105,좋음,0.26,좋음,0.0024
2024-03-21:14,보통,50,보통,21,보통,0.0427,좋음,0.0136,좋음,0.25,좋음,0.0030
2024-03-21:13,보통,50,보통,21,보통,0.0421,좋음,0.0138,좋음,0.26,좋음,0.0023
2024-03-21:12,보통,50,보통,21,보통,0.0383,좋음,0.0202,좋음,0.27,좋음,0.0026
2024-03-21:11,보통,43,보통,22,보통,0.0405,좋음,0.0127,좋음,0.26,좋음,0.0020
2024-03-21:10,보통,46,보통,16,보통,0.0360,좋음,0.0157,좋음,0.28,좋음,0.0022
2024-03-21:09,보통,33,보통,19,보통,0.0315,좋음,0.0178,좋음,0.29,좋음,0.0021
2024-03-21:08,보통,35,보통,21,보통,0.0307,좋음,0.0176,좋음,0.28,좋음,0.0021
2024-03-21:07,보통,33,보통,16,보통,0.0308,좋음,0.0162,좋음,0.27,좋음,0.0021
2024-03-21:06,좋음,30,보통,17,보통,0.0344,좋음,0.0133,좋음,0.26,좋음,0.0018
2024-03-21:05,보통,34,보통,21,보통,0.0349,좋음,0.0122,좋음,0.28,좋음,0.0019
2024-03-21:04,좋음,27,보통,17,보통,0.0401,좋음,0.0065,좋음,0.26,좋음,0.0018
2024-03-21:03,좋음,25,보통,19,보통,0.0405,좋음,0.0064,좋음,0.25,좋음,0.0019
2024-03-21:02,좋음,27,보통,17,보통,0.0412,좋음,0.0063,좋음,0.26,좋음,0.0018
2024-03-21:01,보통,32,좋음,15,보통,0.0412,좋음,0.0066,좋음,0.26,좋음,0.0020
2024-03-20:24,좋음,22,보통,16,보통,0.0406,좋음,0.0074,좋음,0.26,좋음,0.0019
2024-03-20:23,좋음,25,좋음,15,보통,0.0398,좋음,0.0090,좋음,0.25,좋음,0.0018
2024-03-20:22,좋음,26,좋음,15,보통,0.0422,좋음,0.0068,좋음,0.24,좋음,0.0018
2024-03-20:21,보통,31,보통,19,보통,0.0417,좋음,0.0090,좋음,0.25,좋음,0.0019
2024-03-20:20,보통,33,보통,18,보통,0.0355,좋음,0.0174,좋음,0.25,좋음,0.0022
2024-03-20:19,보통,31,보통,18,보통,0.0395,좋음,0.0136,좋음,0.24,좋음,0.0020
2024-03-20:18,좋음,24,보통,16,보통,0.0449,좋음,0.0093,좋음,0.23,좋음,0.0018
2024-03-20:17,보통,34,보통,17,보통,0.0459,좋음,0.0096,좋음,0.23,좋음,0.0018
2024-03-20:16,보통,48,보통,16,보통,0.0440,좋음,0.0103,좋음,0.24,좋음,0.0020
2024-03-20:15,보통,57,보통,20,보통,0.0424,좋음,0.0122,좋음,0.23,좋음,0.0018
2024-03-20:14,보통,47,좋음,10,보통,0.0440,좋음,0.0095,좋음,0.26,좋음,0.0020
2024-03-20:13,보통,58,보통,20,보통,0.0439,좋음,0.0100,좋음,0.25,좋음,0.0019
2024-03-20:12,나쁨,86,보통,22,보통,0.0425,좋음,0.0131,좋음,0.26,좋음,0.0020
2024-03-20:11,보통,73,보통,24,보통,0.0383,좋음,0.0164,좋음,0.27,좋음,0.0022
2024-03-20:10,보통,66,보통,26,보통,0.0360,좋음,0.0176,좋음,0.29,좋음,0.0022
2024-03-20:09,보통,79,보통,28,보통,0.0349,좋음,0.0169,좋음,0.28,좋음,0.0022
2024-03-20:08,보통,60,보통,27,보통,0.0313,좋음,0.0196,좋음,0.28,좋음,0.0021
2024-03-20:07,보통,58,보통,25,좋음,0.0295,좋음,0.0230,좋음,0.31,좋음,0.0021
2024-03-20:06,보통,65,보통,27,좋음,0.0292,좋음,0.0248,좋음,0.25,좋음,0.0019
2024-03-20:05,보통,57,보통,21,좋음,0.0301,좋음,0.0230,좋음,0.27,좋음,0.0014
2024-03-20:04,좋음,19,보통,16,보통,0.0398,좋음,0.0098,좋음,0.25,좋음,0.0018
2024-03-20:03,좋음,25,보통,17,보통,0.0420,좋음,0.0074,좋음,0.23,좋음,0.0018
2024-03-20:02,좋음,20,좋음,11,보통,0.0419,좋음,0.0074,좋음,0.23,좋음,0.0017
2024-03-20:01,보통,46,보통,18,보통,0.0436,좋음,0.0063,좋음,0.23,좋음,0.0017
2024-03-19:24,보통,39,보통,19,보통,0.0442,좋음,0.0078,좋음,0.25,좋음,0.0020
2024-03-19:23,보통,46,보통,32,보통,0.0455,좋음,0.0104,좋음,0.32,좋음,0.0018
2024-03-19:22,매우나쁨,265,나쁨,38,보통,0.0492,좋음,0.0091,좋음,0.33,좋음,0.0019
2024-03-19:21,매우나쁨,168,보통,32,보통,0.0469,좋음,0.0106,좋음,0.31,좋음,0.0020
2024-03-19:20,매우나쁨,241,나쁨,38,보통,0.0478,좋음,0.0110,좋음,0.33,좋음,0.0021
2024-03-19:19,나쁨,126,보통,30,보통,0.0460,좋음,0.0077,좋음,0.29,좋음,0.0018
2024-03-19:18,나쁨,123,보통,29,보통,0.0494,좋음,0.0065,좋음,0.30,좋음,0.0018
2024-03-19:17,나쁨,140,좋음,14,보통,0.0501,좋음,0.0065,좋음,0.26,좋음,0.0021
