지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%)
284,거창,2024-03-08 07:00,-1.9,,1.2,290,77
284,거창,2024-03-08 08:00,1.5,,.8,320,56
284,거창,2024-03-08 09:00,3.6,,3.7,320,42
284,거창,2024-03-08 10:00,4.6,,2.7,320,34
284,거창,2024-03-08 11:00,5.8,,4.9,320,31
284,거창,2024-03-08 12:00,6.4,,4.9,320,29
284,거창,2024-03-08 13:00,6.9,,4.5,290,28
284,거창,2024-03-08 14:00,7.2,,5.4,320,28
284,거창,2024-03-08 15:00,6.5,,6.3,320,27
284,거창,2024-03-08 16:00,6,,5.9,320,26
284,거창,2024-03-08 17:00,4.7,,4.7,290,29
284,거창,2024-03-08 18:00,3.6,,5,270,33
284,거창,2024-03-08 19:00,2.2,,3.4,270,41
284,거창,2024-03-08 20:00,1.6,,4.5,270,47
284,거창,2024-03-08 21:00,.9,,3.8,290,49
284,거창,2024-03-08 22:00,.4,,3,290,48
284,거창,2024-03-08 23:00,-.2,,1.6,320,50
284,거창,2024-03-09 00:00,-.8,,2.3,320,47
284,거창,2024-03-09 01:00,-1.5,,1.1,340,53
284,거창,2024-03-09 02:00,-1.3,,2.3,320,53
284,거창,2024-03-09 03:00,-1.8,,1.9,320,56
284,거창,2024-03-09 04:00,-2.5,,1.9,320,60
284,거창,2024-03-09 05:00,-4.3,,.9,200,71
284,거창,2024-03-09 06:00,-5.1,,0,0,75
284,거창,2024-03-09 07:00,-4.8,,.3,0,76
284,거창,2024-03-09 08:00,-2.7,,.1,0,66
284,거창,2024-03-09 09:00,0,,.7,160,52
