아주동 ( 경남 거제시 아주동 산164-1 거제시 옥포 유해대기측정소 ),,,,,,,,,,,,
,,,,,,,,,,,,
날짜,PM10,,PM2.5,,오존,,이산화질소,,일산화탄소,,아황산가스,
(년-월-일:시),(㎍/㎥),,(㎍/㎥),,(ppm),,(ppm),,(ppm),,(ppm),
,등급,1시간,등급,1시간,등급,1시간,등급,1시간,등급,1시간,등급,1시간
2024-04-10:10,좋음,25,보통,23,보통,0.0350,좋음,0.0160,좋음,0.28,좋음,0.0033
2024-04-10:09,좋음,24,보통,19,보통,0.0345,좋음,0.0141,좋음,0.30,좋음,0.0033
2024-04-10:08,좋음,25,좋음,11,보통,0.0336,좋음,0.0095,좋음,0.29,좋음,0.0029
2024-04-10:07,좋음,26,좋음,11,좋음,0.0228,좋음,0.0144,좋음,0.31,좋음,0.0025
2024-04-10:06,좋음,27,좋음,12,좋음,0.0251,좋음,0.0132,좋음,0.29,좋음,0.0025
2024-04-10:05,좋음,29,좋음,12,보통,0.0320,좋음,0.0088,좋음,0.29,좋음,0.0024
2024-04-10:04,좋음,30,좋음,14,보통,0.0378,좋음,0.0054,좋음,0.30,좋음,0.0024
2024-04-10:03,좋음,30,보통,17,보통,0.0402,좋음,0.0054,좋음,0.29,좋음,0.0025
2024-04-10:02,보통,32,보통,16,보통,0.0401,좋음,0.0077,좋음,0.30,좋음,0.0026
2024-04-10:01,좋음,30,좋음,12,보통,0.0422,좋음,0.0064,좋음,0.29,좋음,0.0027
2024-04-09:24,좋음,30,좋음,9,보통,0.0409,좋음,0.0092,좋음,0.31,좋음,0.0029
2024-04-09:23,보통,31,좋음,9,보통,0.0439,좋음,0.0074,좋음,0.29,좋음,0.0025
2024-04-09:22,보통,33,좋음,9,보통,0.0463,좋음,0.0060,좋음,0.29,좋음,0.0023
2024-04-09:21,보통,36,좋음,10,보통,0.0478,좋음,0.0049,좋음,0.28,좋음,0.0022
2024-04-09:20,보통,38,좋음,10,보통,0.0479,좋음,0.0051,좋음,0.28,좋음,0.0022
2024-04-09:19,보통,41,좋음,10,보통,0.0474,좋음,0.0067,좋음,0.29,좋음,0.0024
2024-04-09:18,보통,39,좋음,9,보통,0.0473,좋음,0.0070,좋음,0.29,좋음,0.0025
2024-04-09:17,보통,42,좋음,12,보통,0.0465,좋음,0.0087,좋음,0.29,좋음,0.0025
2024-04-09:16,보통,46,좋음,15,보통,0.0490,좋음,0.0062,좋음,0.29,좋음,0.0025
2024-04-09:15,보통,48,보통,16,보통,0.0490,좋음,0.0065,좋음,0.29,좋음,0.0024
2024-04-09:14,보통,46,보통,18,보통,0.0506,좋음,0.0068,좋음,0.30,좋음,0.0025
2024-04-09:13,보통,45,보통,18,보통,0.0518,좋음,0.0072,좋음,0.30,좋음,0.0025
2024-04-09:12,보통,42,보통,18,보통,0.0459,좋음,0.0123,좋음,0.33,좋음,0.0029
2024-04-09:11,보통,43,보통,18,,,,,,,,
2024-04-09:10,보통,40,보통,18,,,,,,,,
2024-04-09:09,보통,36,보통,22,보통,0.0376,좋음,0.0186,좋음,0.36,좋음,0.0027
2024-04-09:08,보통,33,보통,24,보통,0.0449,좋음,0.0119,좋음,0.36,좋음,0.0024
2024-04-09:07,좋음,29,좋음,15,보통,0.0501,좋음,0.0128,좋음,0.38,좋음,0.0023
2024-04-09:06,좋음,30,좋음,12,보통,0.0435,좋음,0.0085,좋음,0.29,좋음,0.0023
2024-04-09:05,좋음,30,좋음,13,보통,0.0497,좋음,0.0069,좋음,0.27,좋음,0.0022
2024-04-09:04,보통,32,좋음,13,보통,0.0604,좋음,0.0056,좋음,0.28,좋음,0.0022
2024-04-09:03,보통,35,좋음,15,보통,0.0605,좋음,0.0051,좋음,0.29,좋음,0.0023
2024-04-09:02,보통,42,보통,18,보통,0.0640,좋음,0.0045,좋음,0.29,좋음,0.0022
2024-04-09:01,보통,51,보통,21,보통,0.0618,좋음,0.0047,좋음,0.30,좋음,0.0021
2024-04-08:24,보통,58,보통,26,보통,0.0569,좋음,0.0077,좋음,0.32,좋음,0.0025
2024-04-08:23,보통,66,보통,34,보통,0.0424,좋음,0.0165,좋음,0.39,좋음,0.0030
2024-04-08:22,보통,77,나쁨,44,보통,0.0389,좋음,0.0249,좋음,0.42,좋음,0.0033
2024-04-08:21,나쁨,84,나쁨,51,좋음,0.0293,보통,0.0424,좋음,0.52,좋음,0.0043
2024-04-08:20,나쁨,81,나쁨,49,좋음,0.0223,보통,0.0590,좋음,0.59,좋음,0.0049
2024-04-08:19,보통,73,나쁨,42,좋음,0.0265,보통,0.0580,좋음,0.54,좋음,0.0051
2024-04-08:18,보통,73,나쁨,41,보통,0.0498,보통,0.0401,좋음,0.48,좋음,0.0049
2024-04-08:17,보통,77,나쁨,45,보통,0.0632,보통,0.0419,좋음,0.50,좋음,0.0064
2024-04-08:16,보통,79,나쁨,46,보통,0.0723,보통,0.0449,좋음,0.47,좋음,0.0072
2024-04-08:15,보통,75,나쁨,45,보통,0.0897,보통,0.0402,좋음,0.52,좋음,0.0107
2024-04-08:14,나쁨,89,나쁨,52,보통,0.0880,좋음,0.0146,좋음,0.46,좋음,0.0054
2024-04-08:13,나쁨,106,나쁨,64,보통,0.0609,좋음,0.0268,좋음,0.46,좋음,0.0036
2024-04-08:12,나쁨,103,나쁨,64,보통,0.0337,보통,0.0542,좋음,0.57,좋음,0.0042
2024-04-08:11,나쁨,83,나쁨,49,좋음,0.0157,나쁨,0.0657,좋음,0.60,좋음,0.0049
2024-04-08:10,보통,60,보통,32,좋음,0.0153,보통,0.0590,좋음,0.57,좋음,0.0043
2024-04-08:09,보통,44,보통,23,좋음,0.0156,보통,0.0498,좋음,0.57,좋음,0.0033
2024-04-08:08,보통,41,보통,21,좋음,0.0219,보통,0.0334,좋음,0.56,좋음,0.0026
2024-04-08:07,보통,41,보통,20,보통,0.0393,좋음,0.0165,좋음,0.40,좋음,0.0024
2024-04-08:06,보통,40,보통,19,보통,0.0410,좋음,0.0084,좋음,0.36,좋음,0.0023
2024-04-08:05,보통,41,보통,18,보통,0.0463,좋음,0.0062,좋음,0.34,좋음,0.0023
2024-04-08:04,보통,41,보통,19,보통,0.0516,좋음,0.0036,좋음,0.35,좋음,0.0023
2024-04-08:03,보통,45,보통,20,보통,0.0557,좋음,0.0036,좋음,0.35,좋음,0.0024
2024-04-08:02,보통,44,보통,19,보통,0.0536,좋음,0.0045,좋음,0.37,좋음,0.0024
2024-04-08:01,보통,40,보통,20,보통,0.0524,좋음,0.0046,좋음,0.37,좋음,0.0024
2024-04-07:24,보통,42,보통,20,보통,0.0519,좋음,0.0052,좋음,0.36,좋음,0.0025
2024-04-07:23,보통,41,보통,19,보통,0.0509,좋음,0.0055,좋음,0.37,좋음,0.0024
2024-04-07:22,보통,41,보통,21,보통,0.0481,좋음,0.0051,좋음,0.34,좋음,0.0023
2024-04-07:21,보통,42,보통,21,보통,0.0502,좋음,0.0068,좋음,0.36,좋음,0.0025
2024-04-07:20,보통,44,보통,20,보통,0.0506,좋음,0.0095,좋음,0.40,좋음,0.0026
2024-04-07:19,보통,44,보통,19,보통,0.0555,좋음,0.0111,좋음,0.40,좋음,0.0028
2024-04-07:18,보통,43,좋음,14,보통,0.0679,좋음,0.0122,좋음,0.40,좋음,0.0028
2024-04-07:17,보통,39,좋음,14,보통,0.0684,좋음,0.0052,좋음,0.34,좋음,0.0022
2024-04-07:16,보통,37,보통,17,보통,0.0714,좋음,0.0045,좋음,0.36,좋음,0.0024
2024-04-07:15,보통,39,보통,24,보통,0.0713,좋음,0.0047,좋음,0.36,좋음,0.0024
2024-04-07:14,보통,45,보통,32,보통,0.0706,좋음,0.0051,좋음,0.38,좋음,0.0024
2024-04-07:13,보통,53,보통,34,보통,0.0791,좋음,0.0081,좋음,0.44,좋음,0.0029
2024-04-07:12,보통,50,보통,31,보통,0.0727,좋음,0.0139,좋음,0.47,좋음,0.0033
2024-04-07:11,보통,47,보통,27,보통,0.0702,좋음,0.0102,좋음,0.48,좋음,0.0031
2024-04-07:10,보통,42,보통,25,보통,0.0710,좋음,0.0080,좋음,0.48,좋음,0.0030
2024-04-07:09,보통,36,보통,22,보통,0.0632,좋음,0.0072,좋음,0.47,좋음,0.0031
2024-04-07:08,보통,37,보통,22,보통,0.0512,좋음,0.0057,좋음,0.53,좋음,0.0033
2024-04-07:07,보통,34,보통,22,보통,0.0375,좋음,0.0083,좋음,0.69,좋음,0.0035
2024-04-07:06,좋음,30,보통,18,보통,0.0427,좋음,0.0043,좋음,0.60,좋음,0.0032
2024-04-07:05,좋음,29,보통,17,보통,0.0420,좋음,0.0038,좋음,0.47,좋음,0.0026
2024-04-07:04,좋음,30,좋음,14,보통,0.0428,좋음,0.0035,좋음,0.37,좋음,0.0023
2024-04-07:03,좋음,30,좋음,14,보통,0.0444,좋음,0.0031,좋음,0.35,좋음,0.0022
2024-04-07:02,보통,31,보통,16,보통,0.0468,좋음,0.0033,좋음,0.35,좋음,0.0022
2024-04-07:01,보통,34,보통,18,보통,0.0487,좋음,0.0036,좋음,0.36,좋음,0.0023
2024-04-06:24,보통,35,보통,19,보통,0.0438,좋음,0.0045,좋음,0.37,좋음,0.0022
2024-04-06:23,보통,35,보통,19,보통,0.0451,좋음,0.0056,좋음,0.38,좋음,0.0023
2024-04-06:22,보통,39,보통,24,보통,0.0444,좋음,0.0053,좋음,0.39,좋음,0.0023
2024-04-06:21,보통,44,보통,28,보통,0.0437,좋음,0.0063,좋음,0.39,좋음,0.0023
2024-04-06:20,보통,49,보통,32,보통,0.0435,좋음,0.0114,좋음,0.46,좋음,0.0028
2024-04-06:19,보통,48,보통,35,보통,0.0445,좋음,0.0212,좋음,0.53,좋음,0.0035
2024-04-06:18,보통,44,보통,30,보통,0.0590,좋음,0.0201,좋음,0.49,좋음,0.0036
2024-04-06:17,보통,51,보통,30,보통,0.0639,좋음,0.0093,좋음,0.43,좋음,0.0029
2024-04-06:16,보통,59,보통,34,보통,0.0657,좋음,0.0084,좋음,0.44,좋음,0.0030
2024-04-06:15,보통,60,보통,34,보통,0.0523,좋음,0.0296,좋음,0.56,좋음,0.0043
2024-04-06:14,보통,63,보통,35,보통,0.0592,좋음,0.0230,좋음,0.58,좋음,0.0044
2024-04-06:13,보통,70,나쁨,42,보통,0.0665,좋음,0.0127,좋음,0.50,좋음,0.0039
2024-04-06:12,보통,71,나쁨,43,보통,0.0408,좋음,0.0296,좋음,0.47,좋음,0.0036
2024-04-06:11,보통,63,나쁨,38,보통,0.0337,보통,0.0329,좋음,0.44,좋음,0.0037
2024-04-06:10,보통,45,보통,27,좋음,0.0291,보통,0.0336,좋음,0.47,좋음,0.0039
2024-04-06:09,보통,31,보통,18,좋음,0.0267,보통,0.0348,좋음,0.48,좋음,0.0032
2024-04-06:08,,,좋음,14,보통,0.0343,좋음,0.0173,좋음,0.55,좋음,0.0027
2024-04-06:07,좋음,29,좋음,14,좋음,0.0300,좋음,0.0159,좋음,0.50,좋음,0.0023
2024-04-06:06,좋음,29,좋음,12,보통,0.0385,좋음,0.0047,좋음,0.30,좋음,0.0021
2024-04-06:05,좋음,29,좋음,12,보통,0.0402,좋음,0.0028,좋음,0.28,좋음,0.0020
2024-04-06:04,좋음,29,좋음,14,보통,0.0388,좋음,0.0027,좋음,0.28,좋음,0.0021
2024-04-06:03,좋음,29,좋음,13,보통,0.0385,좋음,0.0035,좋음,0.28,좋음,0.0021
2024-04-06:02,좋음,29,좋음,12,보통,0.0363,좋음,0.0054,좋음,0.29,좋음,0.0021
2024-04-06:01,좋음,30,좋음,9,보통,0.0367,좋음,0.0066,좋음,0.29,좋음,0.0021
2024-04-05:24,보통,31,좋음,7,보통,0.0387,좋음,0.0050,좋음,0.28,좋음,0.0020
2024-04-05:23,보통,32,좋음,10,보통,0.0430,좋음,0.0043,좋음,0.29,좋음,0.0020
2024-04-05:22,보통,34,좋음,15,보통,0.0481,좋음,0.0042,좋음,0.29,좋음,0.0021
2024-04-05:21,보통,34,좋음,15,보통,0.0496,좋음,0.0040,좋음,0.29,좋음,0.0022
2024-04-05:20,보통,35,보통,19,보통,0.0516,좋음,0.0044,좋음,0.29,좋음,0.0021
2024-04-05:19,보통,35,보통,20,보통,0.0559,좋음,0.0061,좋음,0.32,좋음,0.0021
2024-04-05:18,보통,36,좋음,14,보통,0.0581,좋음,0.0083,좋음,0.32,좋음,0.0022
2024-04-05:17,보통,38,좋음,12,보통,0.0604,좋음,0.0066,좋음,0.31,좋음,0.0022
2024-04-05:16,보통,38,좋음,12,보통,0.0602,좋음,0.0111,좋음,0.31,좋음,0.0023
2024-04-05:15,보통,35,좋음,14,보통,0.0588,좋음,0.0097,좋음,0.31,좋음,0.0021
2024-04-05:14,보통,39,좋음,15,보통,0.0587,좋음,0.0089,좋음,0.32,좋음,0.0023
2024-04-05:13,보통,43,보통,22,보통,0.0602,좋음,0.0050,좋음,0.30,좋음,0.0022
2024-04-05:12,보통,48,보통,33,보통,0.0570,좋음,0.0058,좋음,0.31,좋음,0.0022
2024-04-05:11,보통,50,나쁨,36,보통,0.0500,좋음,0.0123,좋음,0.32,좋음,0.0024
2024-04-05:10,보통,48,보통,25,보통,0.0442,좋음,0.0167,좋음,0.34,좋음,0.0026
2024-04-05:09,보통,45,보통,22,보통,0.0314,보통,0.0305,좋음,0.40,좋음,0.0030
2024-04-05:08,보통,44,보통,21,보통,0.0377,좋음,0.0195,좋음,0.37,좋음,0.0032
2024-04-05:07,보통,43,보통,20,보통,0.0395,좋음,0.0161,좋음,0.35,좋음,0.0031
2024-04-05:06,보통,41,보통,19,보통,0.0383,좋음,0.0126,좋음,0.34,좋음,0.0029
2024-04-05:05,보통,42,보통,19,보통,0.0420,좋음,0.0084,좋음,0.33,좋음,0.0028
2024-04-05:04,보통,44,보통,19,보통,0.0451,좋음,0.0072,좋음,0.35,좋음,0.0028
2024-04-05:03,보통,43,보통,19,보통,0.0457,좋음,0.0081,좋음,0.36,좋음,0.0031
2024-04-05:02,보통,42,보통,19,보통,0.0464,좋음,0.0079,좋음,0.35,좋음,0.0031
2024-04-05:01,보통,40,보통,16,보통,0.0475,좋음,0.0071,좋음,0.33,좋음,0.0030
2024-04-04:24,보통,42,보통,16,보통,0.0459,좋음,0.0094,좋음,0.34,좋음,0.0030
2024-04-04:23,보통,42,보통,18,보통,0.0460,좋음,0.0116,좋음,0.35,좋음,0.0031
2024-04-04:22,보통,41,보통,22,보통,0.0461,좋음,0.0112,좋음,0.35,좋음,0.0033
2024-04-04:21,보통,38,보통,18,보통,0.0495,좋음,0.0100,좋음,0.33,좋음,0.0034
2024-04-04:20,보통,40,좋음,14,보통,0.0504,좋음,0.0108,좋음,0.33,좋음,0.0024
2024-04-04:19,보통,43,좋음,15,보통,0.0545,좋음,0.0086,좋음,0.33,좋음,0.0022
2024-04-04:18,보통,46,좋음,15,보통,0.0558,좋음,0.0080,좋음,0.31,좋음,0.0022
2024-04-04:17,보통,43,보통,18,보통,0.0531,좋음,0.0120,좋음,0.33,좋음,0.0022
2024-04-04:16,보통,42,보통,19,보통,0.0588,좋음,0.0078,좋음,0.33,좋음,0.0025
2024-04-04:15,보통,42,보통,18,보통,0.0621,좋음,0.0094,좋음,0.35,좋음,0.0027
2024-04-04:14,보통,42,보통,18,보통,0.0608,좋음,0.0103,좋음,0.36,좋음,0.0028
2024-04-04:13,보통,41,보통,20,보통,0.0526,좋음,0.0123,좋음,0.39,좋음,0.0025
2024-04-04:12,보통,35,보통,18,보통,0.0498,좋음,0.0136,좋음,0.42,좋음,0.0026
2024-04-04:11,보통,32,보통,17,보통,0.0464,좋음,0.0136,좋음,0.43,좋음,0.0024
2024-04-04:10,좋음,27,좋음,13,보통,0.0424,좋음,0.0144,좋음,0.42,좋음,0.0023
2024-04-04:09,좋음,24,좋음,10,보통,0.0330,좋음,0.0177,좋음,0.48,좋음,0.0022
2024-04-04:08,좋음,21,좋음,9,보통,0.0309,좋음,0.0143,좋음,0.43,좋음,0.0023
2024-04-04:07,좋음,20,좋음,13,좋음,0.0258,좋음,0.0102,좋음,0.41,좋음,0.0021
2024-04-04:06,좋음,17,좋음,12,보통,0.0333,좋음,0.0054,좋음,0.35,좋음,0.0020
2024-04-04:05,좋음,16,좋음,9,보통,0.0336,좋음,0.0056,좋음,0.37,좋음,0.0022
2024-04-04:04,좋음,13,좋음,6,보통,0.0340,좋음,0.0068,좋음,0.37,좋음,0.0021
2024-04-04:03,좋음,13,좋음,5,보통,0.0390,좋음,0.0051,좋음,0.35,좋음,0.0019
2024-04-04:02,좋음,14,좋음,4,보통,0.0379,좋음,0.0058,좋음,0.36,좋음,0.0019
2024-04-04:01,좋음,13,좋음,6,보통,0.0426,좋음,0.0060,좋음,0.37,좋음,0.0020
2024-04-03:24,좋음,10,좋음,5,보통,0.0383,좋음,0.0083,좋음,0.39,좋음,0.0022
2024-04-03:23,좋음,9,좋음,5,보통,0.0449,좋음,0.0068,좋음,0.38,좋음,0.0021
2024-04-03:22,좋음,9,좋음,5,보통,0.0422,좋음,0.0110,좋음,0.41,좋음,0.0023
2024-04-03:21,좋음,8,좋음,5,보통,0.0456,좋음,0.0093,좋음,0.38,좋음,0.0020
2024-04-03:20,좋음,10,좋음,6,보통,0.0392,좋음,0.0161,좋음,0.39,좋음,0.0021
2024-04-03:19,좋음,8,좋음,7,보통,0.0421,좋음,0.0161,좋음,0.40,좋음,0.0020
2024-04-03:18,좋음,7,좋음,5,보통,0.0400,좋음,0.0191,좋음,0.42,좋음,0.0020
2024-04-03:17,좋음,9,좋음,6,보통,0.0359,좋음,0.0214,좋음,0.40,좋음,0.0021
2024-04-03:16,좋음,11,좋음,10,보통,0.0327,좋음,0.0249,좋음,0.41,좋음,0.0022
2024-04-03:15,좋음,9,,,좋음,0.0273,좋음,0.0303,좋음,0.41,좋음,0.0023
2024-04-03:14,좋음,13,,,보통,0.0326,좋음,0.0231,좋음,0.36,좋음,0.0023
2024-04-03:13,좋음,16,보통,16,좋음,0.0297,좋음,0.0255,좋음,0.38,좋음,0.0022
2024-04-03:12,좋음,17,좋음,10,좋음,0.0193,보통,0.0368,좋음,0.40,좋음,0.0023
2024-04-03:11,좋음,14,좋음,9,좋음,0.0233,보통,0.0332,좋음,0.38,좋음,0.0021
2024-04-03:10,좋음,15,좋음,11,보통,0.0333,좋음,0.0231,좋음,0.34,좋음,0.0021
2024-04-03:09,좋음,12,좋음,9,좋음,0.0207,보통,0.0363,좋음,0.40,좋음,0.0023
2024-04-03:08,좋음,12,좋음,12,보통,0.0329,좋음,0.0221,좋음,0.35,좋음,0.0022
2024-04-03:07,좋음,7,,,보통,0.0430,좋음,0.0130,좋음,0.32,좋음,0.0021
2024-04-03:06,좋음,7,좋음,5,보통,0.0473,좋음,0.0064,좋음,0.30,좋음,0.0022
2024-04-03:05,좋음,8,좋음,6,보통,0.0457,좋음,0.0070,좋음,0.33,좋음,0.0022
2024-04-03:04,좋음,11,좋음,8,보통,0.0504,좋음,0.0053,좋음,0.30,좋음,0.0022
2024-04-03:03,좋음,12,좋음,9,보통,0.0495,좋음,0.0059,좋음,0.31,좋음,0.0023
2024-04-03:02,좋음,12,좋음,9,보통,0.0489,좋음,0.0068,좋음,0.30,좋음,0.0024
2024-04-03:01,좋음,17,좋음,12,보통,0.0535,좋음,0.0041,좋음,0.28,좋음,0.0025
2024-04-02:24,좋음,26,좋음,14,보통,0.0557,좋음,0.0036,좋음,0.27,좋음,0.0021
2024-04-02:23,보통,33,보통,21,보통,0.0531,좋음,0.0068,좋음,0.31,좋음,0.0022
2024-04-02:22,보통,35,보통,25,보통,0.0473,좋음,0.0128,좋음,0.36,좋음,0.0026
2024-04-02:21,보통,38,보통,24,보통,0.0366,좋음,0.0146,좋음,0.41,좋음,0.0029
2024-04-02:20,보통,41,보통,19,보통,0.0398,좋음,0.0067,좋음,0.36,좋음,0.0027
2024-04-02:19,보통,46,보통,23,보통,0.0498,좋음,0.0057,좋음,0.33,좋음,0.0028
2024-04-02:18,보통,58,보통,31,보통,0.0593,좋음,0.0079,좋음,0.33,좋음,0.0030
2024-04-02:17,보통,58,보통,30,좋음,0.0253,보통,0.0524,좋음,0.43,좋음,0.0054
2024-04-02:16,보통,59,보통,30,보통,0.0497,좋음,0.0243,좋음,0.34,좋음,0.0033
2024-04-02:15,,,,,,,,,,,,
2024-04-02:14,,,,,,,,,,,,
2024-04-02:13,보통,80,나쁨,49,보통,0.0474,좋음,0.0300,좋음,0.38,좋음,0.0036
2024-04-02:12,보통,75,나쁨,43,좋음,0.0261,나쁨,0.0607,좋음,0.44,좋음,0.0046
2024-04-02:11,보통,59,보통,32,좋음,0.0215,나쁨,0.0627,좋음,0.43,좋음,0.0052
2024-04-02:10,보통,36,보통,17,좋음,0.0128,나쁨,0.0690,좋음,0.49,좋음,0.0050
2024-04-02:09,좋음,27,좋음,12,좋음,0.0193,보통,0.0378,좋음,0.48,좋음,0.0026
2024-04-02:08,좋음,28,좋음,12,보통,0.0439,좋음,0.0057,좋음,0.31,좋음,0.0023
2024-04-02:07,좋음,30,좋음,14,보통,0.0384,좋음,0.0154,좋음,0.32,좋음,0.0024
2024-04-02:06,보통,33,보통,17,보통,0.0458,좋음,0.0054,좋음,0.31,좋음,0.0024
2024-04-02:05,보통,37,보통,16,보통,0.0441,좋음,0.0095,좋음,0.34,좋음,0.0027
2024-04-02:04,보통,41,보통,17,보통,0.0448,좋음,0.0116,좋음,0.36,좋음,0.0031
2024-04-02:03,보통,40,좋음,15,보통,0.0426,좋음,0.0140,좋음,0.40,좋음,0.0035
2024-04-02:02,보통,37,좋음,13,보통,0.0420,좋음,0.0147,좋음,0.40,좋음,0.0034
2024-04-02:01,보통,37,좋음,13,보통,0.0467,좋음,0.0100,좋음,0.37,좋음,0.0030
2024-04-01:24,보통,33,좋음,12,보통,0.0506,좋음,0.0085,좋음,0.38,좋음,0.0030
2024-04-01:23,보통,31,좋음,11,보통,0.0533,좋음,0.0075,좋음,0.36,좋음,0.0029
2024-04-01:22,좋음,30,좋음,13,보통,0.0580,좋음,0.0067,좋음,0.35,좋음,0.0027
2024-04-01:21,좋음,30,좋음,12,보통,0.0639,좋음,0.0078,좋음,0.36,좋음,0.0028
2024-04-01:20,좋음,29,좋음,10,보통,0.0617,좋음,0.0086,좋음,0.37,좋음,0.0028
2024-04-01:19,좋음,30,좋음,10,보통,0.0728,좋음,0.0041,좋음,0.35,좋음,0.0030
2024-04-01:18,보통,31,좋음,13,보통,0.0752,좋음,0.0038,좋음,0.37,좋음,0.0029
2024-04-01:17,보통,32,좋음,14,보통,0.0767,좋음,0.0048,좋음,0.38,좋음,0.0032
2024-04-01:16,보통,33,좋음,14,보통,0.0725,좋음,0.0052,좋음,0.39,좋음,0.0031
2024-04-01:15,보통,35,좋음,15,보통,0.0707,좋음,0.0062,좋음,0.38,좋음,0.0029
2024-04-01:14,보통,39,보통,16,보통,0.0645,좋음,0.0088,좋음,0.40,좋음,0.0027
2024-04-01:13,보통,38,좋음,15,보통,0.0529,좋음,0.0125,좋음,0.39,좋음,0.0027
2024-04-01:12,보통,32,좋음,13,보통,0.0504,좋음,0.0142,좋음,0.38,좋음,0.0026
2024-04-01:11,보통,34,보통,19,보통,0.0511,좋음,0.0096,좋음,0.38,좋음,0.0027
2024-04-01:10,보통,38,보통,20,보통,0.0478,좋음,0.0094,좋음,0.44,좋음,0.0028
2024-04-01:09,보통,46,보통,21,보통,0.0390,좋음,0.0154,좋음,0.47,좋음,0.0031
2024-04-01:08,보통,57,보통,25,보통,0.0305,좋음,0.0144,좋음,0.61,좋음,0.0033
2024-04-01:07,보통,58,보통,27,좋음,0.0274,좋음,0.0137,좋음,0.63,좋음,0.0033
2024-04-01:06,보통,58,보통,29,좋음,0.0279,좋음,0.0117,좋음,0.75,좋음,0.0037
2024-04-01:05,보통,55,보통,26,좋음,0.0281,좋음,0.0125,좋음,0.80,좋음,0.0042
2024-04-01:04,보통,51,보통,19,보통,0.0322,좋음,0.0105,좋음,0.82,좋음,0.0040
2024-04-01:03,보통,45,좋음,12,보통,0.0406,좋음,0.0060,좋음,0.39,좋음,0.0022
2024-04-01:02,보통,45,좋음,12,보통,0.0399,좋음,0.0043,좋음,0.36,좋음,0.0019
2024-04-01:01,보통,49,좋음,11,보통,0.0395,좋음,0.0041,좋음,0.36,좋음,0.0019
2024-03-31:24,보통,53,좋음,13,보통,0.0359,좋음,0.0052,좋음,0.37,좋음,0.0020
2024-03-31:23,보통,55,좋음,13,보통,0.0345,좋음,0.0048,좋음,0.35,좋음,0.0019
2024-03-31:22,보통,57,좋음,13,보통,0.0342,좋음,0.0062,좋음,0.34,좋음,0.0020
2024-03-31:21,보통,56,좋음,11,보통,0.0370,좋음,0.0079,좋음,0.34,좋음,0.0020
2024-03-31:20,보통,56,좋음,12,보통,0.0421,좋음,0.0077,좋음,0.33,좋음,0.0021
2024-03-31:19,보통,53,좋음,13,보통,0.0514,좋음,0.0068,좋음,0.34,좋음,0.0022
2024-03-31:18,보통,55,좋음,14,보통,0.0532,좋음,0.0080,좋음,0.35,좋음,0.0021
2024-03-31:17,보통,58,보통,16,보통,0.0553,좋음,0.0087,좋음,0.36,좋음,0.0021
2024-03-31:16,보통,61,보통,20,보통,0.0577,좋음,0.0081,좋음,0.36,좋음,0.0021
2024-03-31:15,보통,65,보통,25,보통,0.0605,좋음,0.0082,좋음,0.38,좋음,0.0022
2024-03-31:14,보통,69,보통,27,보통,0.0651,좋음,0.0093,좋음,0.42,좋음,0.0026
2024-03-31:13,보통,69,보통,25,보통,0.0598,좋음,0.0112,좋음,0.47,좋음,0.0027
2024-03-31:12,보통,66,보통,26,보통,0.0534,좋음,0.0134,좋음,0.45,좋음,0.0026
2024-03-31:11,보통,63,보통,25,보통,0.0453,좋음,0.0176,좋음,0.49,좋음,0.0030
2024-03-31:10,보통,57,보통,23,보통,0.0423,좋음,0.0143,좋음,0.49,좋음,0.0028
2024-03-31:09,보통,56,보통,23,보통,0.0386,좋음,0.0130,좋음,0.49,좋음,0.0032
2024-03-31:08,보통,55,보통,19,보통,0.0346,좋음,0.0160,좋음,0.45,좋음,0.0038
2024-03-31:07,보통,51,보통,21,보통,0.0426,좋음,0.0095,좋음,0.40,좋음,0.0026
2024-03-31:06,보통,48,보통,27,보통,0.0439,좋음,0.0075,좋음,0.38,좋음,0.0022
2024-03-31:05,보통,51,보통,31,보통,0.0410,좋음,0.0064,좋음,0.53,좋음,0.0021
2024-03-31:04,보통,50,보통,29,보통,0.0410,좋음,0.0057,좋음,0.63,좋음,0.0024
2024-03-31:03,보통,48,보통,21,보통,0.0455,좋음,0.0060,좋음,0.65,좋음,0.0026
2024-03-31:02,보통,45,보통,17,보통,0.0505,좋음,0.0055,좋음,0.53,좋음,0.0023
2024-03-31:01,보통,39,보통,18,보통,0.0489,좋음,0.0066,좋음,0.46,좋음,0.0021
2024-03-30:24,보통,37,보통,18,보통,0.0569,좋음,0.0071,좋음,0.44,좋음,0.0022
2024-03-30:23,보통,36,보통,17,보통,0.0664,좋음,0.0049,좋음,0.42,좋음,0.0021
2024-03-30:22,보통,34,보통,16,보통,0.0697,좋음,0.0056,좋음,0.41,좋음,0.0022
2024-03-30:21,보통,34,좋음,14,보통,0.0736,좋음,0.0047,좋음,0.39,좋음,0.0022
2024-03-30:20,보통,32,좋음,12,보통,0.0744,좋음,0.0040,좋음,0.36,좋음,0.0022
2024-03-30:19,보통,33,좋음,12,보통,0.0713,좋음,0.0042,좋음,0.36,좋음,0.0022
2024-03-30:18,보통,38,좋음,11,보통,0.0700,좋음,0.0039,좋음,0.35,좋음,0.0022
2024-03-30:17,보통,50,좋음,14,보통,0.0707,좋음,0.0039,좋음,0.36,좋음,0.0022
